Tweet,Message/tweets,Match,Polarity
1463, PapaJohns Just ordered PapaJohns Use promo code PAPATRACK for 25 off your next regular menu price order US amp Canada online only,,Neutral
1464, globalnews There is no practical way to do full screening at the border and expect that when you go to the grocery store food is gon,,Neutral
1465, hackerFiscalia Si aplica para que le depositen directamente el dinero en el banco recibira su pago dentro de 3 a 5 dias A traves de,,Neutral
1466,AriBerman Sorry from Canada ,,Neutral
1467, SkillsNL Got an aptitude for mathematics  So do our super skilled industrial control technicians Use your math whiz super streng,"skilled,super",Positive
1468,awilliamsmvnt MCUDirect ScottGustin It doesnt happen in England at all And canada and america are basically ,,Neutral
1469, ProgressAlberta The UCP have appointee a scandal plagued former senior civil servant from Saskatchewan to head the scandal plagued in,scandal,Negative
1470, Cleatusn And guess who is shopping medical supplies to Canada,,Neutral
1471,Le premier ministre fait le point sur la COVID19 au Canada coutez ici The Prime Minister gives an update on ,premier,Positive
1472,ottawa covid2020 coronavid19 covid19 coronavirus ontario canada pandemic pandemie physicaldistancing ,,Neutral
1473,YourAlberta Please advise Albertans where these mysterious replacement docs are coming from UCP opted to cut AB d ,mysterious,Negative
1474, CarrieTait Start of an exodus Some Alberta doctors have rolled back services in hospitals and preparing to leave the province because,,Neutral
1475,    Colco  Canada            ,,Neutral
1476,One of Canadas great artists Maud Lewis 1965 CBC Archives  CBC  via YouTube,great,Positive
1477,CMJD7 Hello Thanks for bringing this to our attention  Could you please DM us the order number and we can fur ,,Neutral
1478,politicaltoast CPHOCanada ,,Neutral
1479,There are 17 new coronavirus cases in Nova Scotia for a total of 310 since the outbreak began Canadas case total ,outbreak,Negative
1480, SecPompeo Spoke today with Canadas Foreign Minister FPChampagne about our ongoing efforts to contain and mitigate COVID19 the im,,Neutral
1481, MoreyASmith3 atensnut olneydan TheBenghziAttack Sparked by Canada  amp SNCLAVALIN ,,Neutral
1482,CanadaChrisPC Have to wonder where those CPC TrollBots are hiding if its not in their homes Are they even in Canada,wonder,Positive
1483,Thank you for the update Everyone needs to watch this company He gives all the ways for you to watch it I been ,,Neutral
1484,Why is BC flattening the COVID19 curve while numbers in central Canada surge  CBC News ,,Neutral
1485,GasPriceWizard EffieGib Trudumb and his cast of unqualified losers are sitting back waiting for this vitally impo ,"losers,unqualified",Negative
1486,The number of Lupus rheumatoid arthritis and sicklecell anemia outpatients will determine how well social distanc ,well,Positive
1487, Advaidism 4 In 1989 ISRO approached USSR Glavkosmos for 7 cryogenic rocket engines amp also a complete transfer of technology ISRO,,Neutral
1488,EN DIRECT  Justin Trudeau prend la parole pour faire le point sur la pandmie de COVID19 au Canada ,,Neutral
1489,An open letter from the CEO of Curling Canada ,,Neutral
1490,ctsbulls I live in Brantford Ontario Canada home of Wayne Gretzky I may be slightly biased toward Gretzky Mos ,biased,Negative
1491,atensnut olneydan TheBenghziAttack Sparked by Canada  amp SNCLAVALIN ,,Neutral
1492,DetroitKenny Five Guys T Bell Popeyes But to be fair half of these arent in Canada and I have no idea if theyre good or not lol,"fair,good",Positive
1493,Canada is officially winning They actually have a legitimate online cannabis store and you can get your weed maile ,"winning,weed",Neutral
1494,TODAY To help you be grounded and calm in turbulent times hypnosis TCM acupuncture acupressure stressrelief ,"calm,turbulent",Neutral
1495,JustinTrudeau gave wireless companies in Canada TWO years to lower their prices Two more years of price gauging ,,Neutral
1496,bruh said he drove from NY to Montreal Canada for cheeks ,,Neutral
1497,justtired98 TheRebeccaB TheJenRollins Another version Source updates daily  ,,Neutral
1498, JasonViauCBC Ontario healthcare worker posts emotional thankyou to border officers  CBC News ,,Neutral
1499,Those who dont die from realDonaldTrump inaction will die from hydroxychloriquine So glad to live in Canada wh ,"glad,die,inaction",Negative
1500,Daccord avec toute cette analyse Percutante srie qui forcment dmystifie lessence de ces communauts non sa ,,Neutral
1501,African American Chicagoans account for half of all coronavirus cases in the city and more than 70 of deaths desp ,,Neutral
1502, SimonsSays89 The Dem primary results arent validThe Dem primary results arent validThe Dem primary results arent validThe Dem,,Neutral
1503,NorbertElekes Today Canada was down to just over 350 caseshuge improvement ,improvement,Positive
1504, mclaudebibeau COVID19 is having major impacts on local food organizations who are being forced to adapt in the face of increased dem,,Neutral
1505,sbhwinnipeg I appreciate all the support provided by Hospital Doctors Nurses and support workers of health care ,"appreciate,support",Positive
1506, BarronPrize Apply now for this years Barron Prize before our April 15 deadline Founded by TABarronAuthor the Prize honors young he,,Neutral
1507, patmccombe The greater disrespect is that being shown towards patients by jkenney and shandro  Doctors threaten to leave Alberta,"disrespect,threaten",Negative
1508, PrimalDigest EpochTimes melistalk Stop exporting N95 masks to Canada Trump administration tells US manufacturer,,Neutral
1509, FellowSheepCos Found a guide to online shopping in Canada thanks Of Cotton and Wool,,Neutral
1510, RCArts COVID19 annulation de Montral compltement cirque ,,Neutral
1511,The Canada Emergency Wage Subsidy was announced on March 27   weve put together some frequently asked questions t ,,Neutral
1512,SUBMISSIONS JUST CLOSED We received short and feature films from Turkey Sri Lanka Italy France Croatia Colomb ,,Neutral
1513,pizzuhslutt Im from Canada            Someone from Punjab,,Neutral
1514, tylermeredith A special shout out to the hard working folks CanRevAgency ESDCGC FinanceCanada SSCCA and many others across the G,hard,Negative
1515, BurgerKingCAN Family First Get 2 free kids meals excl toys with the purchase of a regular price medium or large meal through Drive,free,Positive
1516,Protien that could be given to starving people dumped to protect themselves The moral thing to do would be to giv ,"protect,dumped",Neutral
1517,JoeBiden That theyre not offering universal healthcare to working class people,,Neutral
1518, DataNewser Ptain le niveau rien  voir avec nos gouvernants  COVID2019france Covid19 coronavirus Canada CanadaCovid19 Prenez,,Neutral
1519,patjinfo Theyre working overtime to destabilize Canada at the behest of CPCHQ To reiterateVOTEABC AS IF YO ,,Neutral
1520,Talking heads  And She Was 1985   kbradiothp internetradio,,Neutral
1521,100 Cotton Plaid Shirts Summer Men ShirtVisit Russia France Italy Germany Belgium ,,Neutral
1522, NEWS957 N95 respirators and emergency relief on the way for Canada ,"relief,emergency",Neutral
1523,Labor Day is September 7th in both the United States and CanadaThis is not a guarantee obviously but this would m ,guarantee,Positive
1524, bnikdude Alerts History 07Apr2020 073057 AM  ENBRIDGE CEO SAYS COULD SEE 2025 OF WESTERN CANADA OIL SHUT IN DUE TO LOW PRICES,,Neutral
1525, CBCAlerts BREAKING Quebec has posted its daily update They have added 907 new coronavirus cases and acknowle ,,Neutral
1526,Jvous dis que le pire cest pas le virus cest la crise boursire qui suivra On va tous manger svre Jverrai ,virus,Negative
1527,ServiceCanadaE Would my dad qualify for CERB if he is 70 and recieiving a Canada Penaion plan,qualify,Positive
1528, MigunaMiguna When it comes to the delivery of high quality PUBLIC healthcare and other BASIC NECESSITIES to its citizens the United S,,Neutral
1529,WATCH LIVE PM Trudeau speaks about Canadas response to COVID19 pandemic ,,Neutral
1530,proceso realDonaldTrump decreto que todas las mscaras n95 del fabricante 3M se quede en Estados Unidos y prohib ,,Neutral
1531, RussDiabo Group of First Nations want to launch fight of Trans Mountain pipeline approval  via nationalpost,approval,Positive
1532, UltimaHoracom Un hombre fue atacado por un presunto delincuente tras resistirse a darle G 2000El hecho ocurri en la compaa R,,Neutral
1533,Valmrtz benwegmann Eh bien on investira aux us ou au Canada,,Neutral
1534, EtwasDrew Lumberist brianlilley JustinTrudeau Missing PPE supplies Look right here ,right,Positive
1535,TFSA Investors Profit From the 2020 Market Crash and Retire Wealthy CNRCA CNO CNI stocks stockstowatch ,,Neutral
1536,En direct Suivez le point de presse du premier ministre Justin Trudeau sur la pandmie de COVID19 ,premier,Positive
1537,Its time for Black Americans to get out of these Democrat run cities or get the Democrats running them OUT ,,Neutral
1538,Trump chega a acordo com empresa de mscaras e permite exportao para Amrica Latina e Canad 3M importar 166 mi ,,Neutral
1539,600 mill wasnt enough And FUCK NO Start doing your job amp make some actual profit off real news  ,enough,Positive
1540,Our health care workers need protective gear to keep themselves safe treat patients and slow the spread of COVID ,"protective,safe,slow",Positive
1541,Canada has gotten so bad I am starting to think about escape routes Do u people out there think I am over reactin ,bad,Negative
1542, InterpodiaTech Just Announced  Interpodia has teamed up with Speed Skating Canada SSCPVC to form a strategic partnership  Learn,,Neutral
1543, CBCOttawa NEW Testing backlog doubles as Ontario reports 379 new cases inching towards 5000  COVID19 ot,,Neutral
1544,Right across the country this is happening  AlcoholIsNOTEssential CloseTheLCBO CloseTBS FordIsFailing ,,Neutral
1545,My grandfather was a doctor in Guyana for years before emigrating to Canada in the 90s He ended up working in a fa ,,Neutral
1546,Enfin une dcision constructiveQubec va adapter sa stratgie de dpistage ,,Neutral
1547,And guess who is shopping medical supplies to Canada ,,Neutral
1548,Nos travailleurs de la sant ont besoin de matriel pour assurer leur scurit nous soigner et limiter la propagat ,,Neutral
1549, mukasiri Mining is about global value chains transparency deficits experienced in Zim ElisaPeter can b mitigated if SECNews adopt,,Neutral
1550, FouldsIain  It is a small twisted person that obsessively focuses on belittling someone else in a pathetic attempt to feel better,"better,belittling,obsessively,pathetic,twisted",Negative
1551,BECCA99564437 sass72 RealJamesWoods realDonaldTrump At the moment Canada is not my problem  My country is  I ,problem,Negative
1552,Ya me arrepent de haber escogido viajar a Estados Unidos y no a Canad ,,Neutral
1553, GJCabelloC Cabe acotar que Canad apoya las sanciones ilegales de EEUU contra Venezuela y hoy le toca vivir en carne propia una d,,Neutral
1554, ArizonaReloaded Canad UsaMxico,,Neutral
1555, VOODOOAIR Canada we need to DEMAND some answersWake up for crying out loud ,loud,Negative
1556, dystoniacanada On this day DMRF Canada recognizes the tremendous efforts put forth by those who provide care and comfort to the dyst,comfort,Positive
1557,Despite the biggest deficit since the Second World War Canada can afford this crisis  The Globe and Mail ,"afford,crisis",Neutral
1558,IngrahamAngle In these changing while everybodu Id isolating at home we may be able to get some attentionfrom t ,,Neutral
1559,The Official Podcast of Tennis Canada is back this week with former coach of Denis Shapovalov and ber talented m ,talented,Positive
1560,AtlasHerjo OMGBeaRivera ServiceCanadaE FreeSpirit1973 AlvarezKasten ,,Neutral
1561,RosieBarton We just recieved our CERB in the bank Its a full 1000 So does this mean its tax free JustinTrudeau Canada,free,Positive
1562,Canada  StayHomeCanadaStayHome StaySafe,,Neutral
1563,Coronavirus Updates Canada N95 Masks Allowed into Country After Trump Backs Off  ,,Neutral
1564, GrandoniRobert Can we just throw Wisconsin out of the countryMaybe sell Wisconsin to Canada,,Neutral
1565,kiravetkira I joined FIP Warriors Canada last night as soon as we got his diagnosis The group is incredibly suppo ,incredibly,Positive
1566, JuttaBrendemuhl Easter eye candy for u Thurs onlyFree stream of best of film program SHO EXPO w 6 new German shorts from ,best,Positive
1567,TonyPannWBAL riccimike I have read stories about them being set up Here is a story from a few days ago about cen ,,Neutral
1568, People4Bernie HELLO SOMEBODY ,,Neutral
1569, abeliangrape The very first Dear Canada book I owned was Orphan at my Door by Jean Little This series was so important to me as a gi,important,Positive
1570,BC health minister honoured and excited by Sikh communitys blooddonation campaign  CBC News ,excited,Positive
1571, DalGradStudies Students and faculty with healthrelated education and training are invited to volunteer to help with Canadas response,,Neutral
1572, cybera Were teaming up with ABInnovates to host a virtual hackathon starting this Friday looking at ways to flatten the curve of,,Neutral
1573,carrieksada 1RealLori JordanKaufman KimStrassel WSJ GovernorTomWolf All the liquor stores in Canada are owned by the state Hmmm,,Neutral
1574,Emissions from oil and gas production are now the largest and fastest growing emissions in Canada Propping up fai ,fastest,Positive
1575,EnactusCanada Weve built the social right into the business Its part of our mandate to work with nonprofits h ,"right,work",Positive
1576, osvald01guz cnashr ScotiabankCL En Canada este mismo Banco bajo los intereses de las tarjetas de credito a la mitad10 anual como,,Neutral
1577, disneyplus We thought everyones video calls could use a bit more magic Cast a spell with these PixarOnward backgrounds PixarO,magic,Positive
1578, joececiyyc Quebec just raised the pay of 300000 frontline healthcare workersMeanwhile in Alberta disgraced Health Minister shand,disgraced,Negative
1579,3M makes deal with White House will supply Canada ,,Neutral
1580,Ontario is limiting construction activities So why is construction on TMX allowed to continue ,,Neutral
1581, CDNEnergyCentre Canadas oilsands are an ideal raw material for carbon fibre and an Alberta Innovates grand challenge aims to cut th,"grand,ideal",Positive
1582,darreeebear ESDCGC ServiceCanadaE CanRevAgency Part of this group If you became eligible for EIbenefits ,,Neutral
1583,HumptyD49831913 I cringe when they say that they flew from their home in Canada They were NOT living in Canada t ,cringe,Negative
1584, nickbernierAC Air Canada Retires Its FirstEver A320  via LinkedIn,,Neutral
1585,Canadas economy cant afford to lose innovative top tech firms cataAlliance proposal today to justintrudeau f ,"afford,innovative,top,lose",Positive
1586,TomTSEC If true this will adversely affect the amount of money in the accounts of the faculty associations in Can ,,Neutral
1587,100 Cotton Military Shirt Breathable Casual ShirtVisit Russia France Italy Germany ,,Neutral
1588, la recherche de renseignements exacts au sujet de la COVID19 pour les fournisseurs de services au Canada CATIE ,,Neutral
1589, wendygillis This is a new virus which we dont completely understand There could be a 40yearold who has the sniffles and there co,virus,Negative
1590,Watching the stream to help We are short on money but were staying home for our sake and for my mom who could ,,Neutral
1591,ShreeParadkar I would say that being in Canada is a blessing For anyone Not being beaten by locals and told you ,blessing,Positive
1592,The Canadian Emergency Response Benefit CERB is now available To apply go to  ,available,Positive
1593, DamiTolaoluwa Even when you go to Canada you find theres nowhere to ron to ,,Neutral
1594, UofGuelphNews Whats the safest way to navigate the supermarket aisles these days UofGs Prof Jeffrey Farber drjmfarber of Fo,,Neutral
1595,BrianZinchuk Irving Oil is still importing Saudi Aramco though correct ,correct,Positive
1596,It is recommended that we all wear nonmedical face masks Efforts EcoEssentials is now producing masks made from ,recommended,Positive
1597,NourTanbouza As youre in Quebec obviously Im going to go with Canadas chief science adviser being from Beirut ,,Neutral
1598, RachelNotley Jason Kenney and the UCP are leaving people behind by not keeping their promise to provide a bridge to the federal supp,promise,Positive
1599, multistagecorre June 28 2017 Vancouver Canada highres     UFOUFOsaliensOVNInewsvia multist,,Neutral
1600,Check out this weeks blog share by Asyma Solutions Project Management  Guesswork or Certainty ,,Neutral
1601, Pixar Make your next video call all the more magical with our PixarOnward video call backgrounds Onward is now streaming on disney,magical,Positive
1602,Couple flouts quarantine rules highlighting gaps in enforcement ,,Neutral
1603,Ontario has restricted the operations of online accommodation services such as Airbnb issuing an order that limit ,"limit,restricted",Negative
1604,Join us on instagram Live TODAY at 3pm EST to hear from Quebec legend and pro athlete Alex KissRusk  Our d ,,Neutral
1605,Vern Thiessen is one of Canadas most acclaimed accomplished and produced playwrights as well as an experienced d ,"acclaimed,accomplished,well",Positive
1606, NewFrontierData Stoners cheered when Canada legalised cannabis How did it go so wrong  by mrmichaelpower,wrong,Negative
1607,JustinTrudeau Dear Mr Prime Minister TrudeauPlease stay in isolation We Canada needs you in Good health Good ,isolation,Negative
1608, thmrouhof1 FlickHerrOtto1 SigridKaag En daar hebben we Canada voor nodig om dit inzichtelijk te maken Nederland laat zich al jaren,,Neutral
1609,AlexpiersonAMP Alex youre barely a journalist let alone a Chielf Medical Officer You clearly have no understan ,clearly,Positive
1610,Easter eye candy for u Thurs onlyFree stream of best of film program SHO EXPO w 6 new German shorts fro ,best,Positive
1611, JesseLonnen China is the enemy they unleashed the Corona Virus on the world they lie steal threaten and are coming for the domina,"enemy,lie,steal,threaten",Negative
1612,Our biweekly newsletter is inspiration in your inbox Join the thousands of women across Canada and discover healt ,inspiration,Positive
1613, icicotenord De petits commerants inquiets dune concurrence dloyale des grandes surfaces ,,Neutral
1614, codyallen7 DianeCr19985962 RealJamesWoods You support liberals valuestherefore you support Trudeau and his administration who hav,support,Positive
1615,BACTERIA AND GUESSWHAT USED AS FEALIZER FOR FARM FIELDS FOODS WE EAT I HEARD OF THIS TALK RADIO IN CANADA THEY ,,Neutral
1616, TheMan28926258 ArthurAtkinson0 Debalap No mystery there only way to get Canada to oily dirty business is to win next electio,"win,dirty,mystery",Negative
1617, lilavarisi Megs n Harry split out of UK so fast because of the investigation of Andrew n Charles They are in hiding They are not in,"fast,split",Neutral
1618, Canada Post doesnt have the capacity to warehousedistribute massive quantities at destinations Amazon will st ,,Neutral
1619, SiddakAhuja The US couped a democratic government in Bolivia because some rural election results came a bit late but we still dont h,,Neutral
1620,Register now to attend the Study in North America Virtual Fair where you will meet with representatives from leadin ,,Neutral
1621,Coronavirus le point sur la pandmie de COVID19 au Canada  Mardi 7 avril ,,Neutral
1622, CougarMountain 1 Oia Santorini Greece2 Banff National Park Canada3 Kingdom of Bhutan4 Petra Jordan,,Neutral
1623,DO IT   Canada usa,,Neutral
1624,CANADA MARCH 2020 IVEY SA  PMI 26 VS 41 EXP PRIOR 541HOPPACAD,,Neutral
1625,SODO Residences Calgary Beltline District  ,,Neutral
1626, robrousseau ,,Neutral
1627,QuickTake CityUHongKong vbarrs We have dog boots for the winters in Canada For her walks around the block she i ,,Neutral
1628,theboyzcanada ,,Neutral
1629, joshwingrove 3M TO IMPO 1665M MASKS OVER NEXT 3 MOS PRIMARLY FROM CHINA3M TO CONTINUE SENDING USMADE RESPIRATORS TO CANADA,,Neutral
1630,Court Of Appeal Summaries January 27  January 31 2020 ,,Neutral
1631, drgbarrette Des tests srologiques qd on sera rendu l en termes de priorit NON SVP On VA se rendre l et a DOIT tre priorit,,Neutral
1632,Wow Almost 200 students across Canada registered to for SislerCreate GoogleMeeting talk w VFX Lighting amp ,,Neutral
1633, traceywilen Tune in 930 PDT 1230 EST Canada Now with Jeffsammut SXMCanadaNow with traceywilen Tracey  Dr,,Neutral
1634,Thanks for the kind words Watching for big things from you too ,,Neutral
1635,CPHOCanada I just wonder why a lot of Canadian are staying home but the number of cases keep rising,wonder,Positive
1636, ScottCFerrisPEI Sleeping Roads  Mazda Canada mazdacanada  This is a mic drop moment Well done  via YouTube,,Neutral
1637,This beaver doesnt give a dam  canada canadian news,,Neutral
1638, MattDykstraAB I dont hear them threatening to leave I hear them struggling to stay ableg abhealth Albertadoctors ,"struggling,threatening",Negative
1639, cathyacrowe In this coronavirus crisis what do we owe homeless Canadians  via torontostar,crisis,Negative
1640,JerryCostabile brianthomashart MagicSuperFan1 HowieWatson1 fordnation realDonaldTrump The USapparently does ,,Neutral
1641, mikesolo2006 LunaEmilia86 Los weones callampa all en Chile ac en Canad llevamos un mes con cuarentena total y cierre del comercio,,Neutral
1642, ttcriders Dr Theresa Tam offers new advice Wear a nonmedical face mask when shopping or using public transit via globeandmail TT,,Neutral
1643,Jonathan Kay The case for wearing face masks during COVID19 was obvious a month ago   Poli ,,Neutral
1644, Ez4u2sayJanis Why arent Canadas Conservatives ranting and raving  over this,"ranting,raving",Negative
1645, EUCCAN Check airports and airlines still operating international flights in  Canada to  EuropeanUnion and other countries dur,,Neutral
1646, homiesho As scary as covid is Canada a very large country remains one of the lowest with cases ,scary,Negative
1647,HopeFromHome JackSepticEye  we havent hit trending here in Canada yet lets go gamers ,,Neutral
1648, 390rocket Health Canada working on Covid19 research and response ,,Neutral
1649,So have the Media got their teeth into the Scaremongering of Covid19 not Reporting on anything else There was ,,Neutral
1650,ANI So trump can threaten India of retaliation for stopping drugs coming in but does same to canada with masks from 3Meffing hypocrite,"trump,hypocrite,threaten",Negative
1651, RachelBendayan GovCanHealth is providing everyone with the latest statistics on Canadas Covid19 situation through an interactive d,,Neutral
1652, MaggieKeresteci It pains me on CaregiverDay as Canada responds to daily amp exponential increases in COVID19 cases we are failing to,"failing,pains",Negative
1653, HarmerDan Leave it to a Con to suggest that the road to recovery is through oil and gas The OampG industry has bought the CPC and the l,recovery,Positive
1654,Mcgregorier HeatherGautney shaunking BernieSanders Many of us disagree Others countries have longer wait times ,disagree,Negative
1655,joelrobison SchittsCreek When you come back to Canada Im sending a payment for some of your Baked Goods I fee ,,Neutral
1656,Calgary city council approves 75 residential property tax hike defers payments until fall ,fall,Negative
1657, sameerhashmi SaudiArabia confirms that it will be holding a G20 Energy Ministers virtual meeting on Friday This meeting could turn,,Neutral
1658,LessonThe US will chuck you under the bus for their own selfish gains no matter how loyal you were to themLess ,"gains,loyal,selfish",Positive
1659, gthomsonink Government acted like a thief in the night My latest column for the CBC ableg ,like,Positive
1660,Prime Minister Justin Trudeau will address the nation on Canadas response to COVID19 in minutes ymm rmwb,,Neutral
1661,Coronavirus Why Canada dairy farmers are dumping milk along with other countries including USMONEYWHY n ,dumping,Negative
1662, antisapo2000 7Abr  Sera maravilloso  que Nuestro embajador ovierablanco nos explicara que paso con los 500000   donado por Canad,,Neutral
1663,The very first Dear Canada book I owned was Orphan at my Door by Jean Little This series was so important to me as ,important,Positive
1664,This video Intuition the mother of intelligence is an excerpt from the event How to Cope with the Fast Changing ,intelligence,Positive
1665,Mrsesspy jamft MichelleRempel JustinTrudeau CPCHQ peoplespca NDP  Democrat GPC  Democrat LPC  Democrat ,,Neutral
1666,If you pay attention download the PDF the patent is Canada but assigned to US CDC  Someone in US paid for the research probably,,Neutral
1667, enlightndark ArthurAtkinson0 mustangmadd Terrifying evil abuse of power by fascist conservatives in ALBEA CANADA during pandemic,"abuse,evil,fascist",Negative
1668,OmarPrietoGob SR GOBERNADOR EN LA CALLE 89B PRIMERO DE MAYO PARROQUIA CHIQUINQUIR SECTOR CAADA LA NEGRA NO TENEM ,,Neutral
1669, extremesb Stittsville plant turns attention to COVID19 test kits  CBC News  more jobs for ottawa JimWatsonOttawa thanks to s,,Neutral
1670,Likely same in Canada There is NO reliable data for deaths Why are govts not even trying to get this right Its ,"reliable,right",Positive
1671, SoBluntImSmokin Unless its on the  website Im not listening to anyone,,Neutral
1672,100 Cotton Flannel Plaid Shirts Slim Social ShirtVisit Russia France Italy Germany ,,Neutral
1673, CPHAACSP The Government of Canada is building an inventory of volunteers from which provincialterritorial governments can draw as n,,Neutral
1674,Weather in CanadaBefore quarantine 35277352During quarantine 15,,Neutral
1675,9 19 marsLe 9 1er canadien dcd COVID19 en CBLe 10 au Sud on marchait sur la plage amp pas de confinement au ,,Neutral
1676,Nordstrom launches Canadaspecific site ,,Neutral
1677,marylestage marylestage NZ is not even allowing domestic movement from south to north island and full on one mo ,,Neutral
1678, DrCameronWebb I spoke wBBCNews yesterday about the emerging data detailing the impact of COVID19 on certain black communities acros,,Neutral
1679,Keeping grocery store shelves stocked is a lot more work now ,work,Positive
1680, DirckdeLint JeremyCShipp Ive got some horror some SF and some fantasy just sitting there for anyone to look at ,,Neutral
1681, TIAOtweets The CdnChamberofCom  has established the Canadian Business Resilience Network CBRN in partnership with the Government of,,Neutral
1682,RobertTee15 SamiraImin MFAChina Good question What US amp Canada does with example like Meng is disappointing t ,"like,disappointing",Neutral
1683,Paid actor EVERYONE KNOWS the feds do NOTHING TO HELP CANADA OR CANADIANS ,,Neutral
1684, StephDashNash Jimcorrsays In Canada the Deployment of 5G during Quarantine has been happening in several cities towns amp provinces,,Neutral
1685,And here he is good ole boy BrianPallister begging for more money from liberalparty this time for Covid19 a ,"good,begging",Neutral
1686,Repost snowmanrace with getrepostSnowman Race 2020 welcomes our 7th International athlete Hlne Dumais7 ,,Neutral
1687,At what point in history did Canadian opinion matter to any one   ,,Neutral
1688,Canada we need to DEMAND some answersWake up for crying out loud  ,loud,Negative
1689,Yuutapopo ,,Neutral
1690, RobertFife Huawei sending millions of masks to Canada as supplies grow short ,,Neutral
1691,tmassachusetts tedcruz Did you know that people who have insurance or even have single payer like Canada go into ,like,Positive
1692, C4HSchoolFood Another solution to feed children during school closures Upper Canada District School Board UCDSB  will donate the n,,Neutral
1693,Canada Introduces anew Business Credit Availability Program which will provide more than CAD10 billion of addition ,,Neutral
1694, FalunInfoCtr The contract she signed with the Beijingrun Confucius Institute indicated that Falun Gong practitioners  people like he,like,Positive
1695,Canehduh theJagmeetSingh You just got a reply about the trillions USA just printedmintedinvented similar to t ,,Neutral
1696,vineRose eyezonyou Bossser ThanksI guess not available in Canada ,available,Positive
1697,Beverage brands have a lot of opportunity in the esports space ,,Neutral
1698,Best Data Storytelling Ive seen so far on COVID19 trends Smart use of Log scale and pivoting on New vs Total ,,Neutral
1699, adaptwest New paper in conletters maps where new protected areas should be located in Canada amp the US to stem biodiversity loss under,loss,Negative
1700, PedroCarrenoe EEUU Presidente impide exportar mascarillas a Canad y Amrica Latina va  PARA QUE VEAN LA SOLIDARIDAD DE TRUMP  P,,Neutral
1701,Canada Covid19 cases at 16667 as of midnight 06042020 StayHome StaySafe ,,Neutral
1702, TomKindlon Scientists warn COVID19 could lead to neurological complications in some patientsMEcfs CFS ,lead,Positive
1703,dianamurphy613 But in the USA the media did not receive 600 million taxpayer dollars and s lust of pre approved ,,Neutral
1704,CLOSED FOR EASTER Lowes has announced all stores and distribution centers in the US and Canada will be closed on ,,Neutral
1705,Prime Minister Trudeau addresses nation on fight against virus  kamloops ,virus,Negative
1706, BelkissObadia Trump is DangerousStealing masks amp stockpiling hydroxychloroquine this is what America has become Because of Trump,,Neutral
1707,Anlisis de la estrategia antiterrorista marroqu estudio comparativo con las estrategias de Espaa Francia y Can ,,Neutral
1708,Researchers from Vad fr sorts researchers Hemsidan gr reklam fr the best casinos ,best,Positive
1709, globalnews 3M says Canada will continue to receive its N95 masks following an agreement the company made with the United States,,Neutral
1710, michaeltaube Todays Washington Post washingtonpost PostOpinions oped A crisis can forge great leaders Doug Ford is showing t,"great,crisis",Neutral
1711, PierrePaulHus Jamais 3M na voulu abandonner le Canada Merci au prsident de lentreprise Mike Roman pour son leadership polcan c,,Neutral
1712,What are you waiting forAdd Your Listing Now SEO BusinessListing Citation ,,Neutral
1713,inspirecanada I love my country ,love,Positive
1714,Migrate to Azure server in the CloudWith Convergia Cloud Professional Services your company can face any challe ,,Neutral
1715, UofTdlsph Our third webinar is happening this Thursday at noon The webinar will explore the health disparities that COVID19 has exp,,Neutral
1716,Its crucial to develop childrens reading abilities word recognition and vocabulary in their earlyyears Phonic ,,Neutral
1717,IncomeTrader do seniors in canada get anything from govt towards living in these homes  here in USA they get ,,Neutral
1718, Charly13 TravelEatPlayDo yycmillennial Just tried loginging in Note the time is AM Ontario Canada  COVID19 cdnpoli  Why arent,,Neutral
1719, aubainesenligne Noix De Cajou SalesPlanters 200 g LIVRAISON GRATUITE partir de 35 dachat1  3 jour,,Neutral
1720,EnactusCanada Well Green Iglu was built on those principles with our Enactus origin Throughout our organization ,,Neutral
1721,Era pra eu estar indo para o Canad hoje coronavrus voc me paga ,,Neutral
1722, LynneJean Canadian Rockies blogbanff rockies jasper lakelouise canadianrockies whistler mountaineer ,,Neutral
1723,JoeBiden Which week Joe The week he formed the Coronavirus Taskforce The week he closed travel from china The w ,,Neutral
1724,MapleBusan TWICECanada JYPETWICE Lol their power ,,Neutral
1725, VOODOOAIR Wake up Canada ,,Neutral
1726,In 1986 he prepared for immigration to Ireland and Canada in line with the Asian Games but his grandfathers deat ,,Neutral
1727, djcabelaoo Liffinho00 o trem do Canad ,,Neutral
1728,Theres never a bad time for Oh Canada  TylerOnAir amp LynchOnAir ,bad,Negative
1729,JupiterDios Los van a dejar salir pero alos de Canad,,Neutral
1730, yfcairport Canadas airports receive nearly all of our nations air cargo As we continue to navigate these unprecedented times rest,,Neutral
1731,Great read on the future of Canadas oil and gas sector by bradwall306  via nationalpost,,Neutral
1732, djrothkopf Best governed Englishspeaking countries1 New Zealand2 Canada3 Ireland415 alpha Antigua amp Barbuda Bahamas Barb,,Neutral
1733, CBCOlympics Welcome to Quarantine Backyard Ultra a free virtual race joined by more than 2000 runners from 57 countries  ,free,Positive
1734,Fernpick cybercentreca GovCanHealth CPHOCanada Not retweeting is a better indicator of support or no support ,"better,support",Positive
1735,Yo hahaha no where to run too in Canada  ,,Neutral
1736, LandlordBC A great story  Lets be sure to remember this company Novo Textiles of Coquitlam BC when we get past this crisis   ,"great,crisis",Neutral
1737, rapplerdotcom President Donald Trumps chief spokeswoman Stephanie Grisham who never held a single press briefing in a White House wh,,Neutral
